id,categories,title,titleCN,image_filename,example_code_path,series_types_detected,data_source_type,dimensions_count_detected,dataset_source_rows_detected,dataset_or_row_field_count_detected,max_inline_array_width_detected,max_object_fields_detected,data_requirement_summary,analysis_confidence,primary_chart_type,standard_kind,standard_imd_priority,standard_min_fields,standard_data_shape,standard_required_roles_json,standard_optional_roles_json,standard_auto_binding_strategy,imd_template_fit
radar-aqi,radar,AQI - Radar Chart,AQI - 雷达图,radar-aqi.png,public/examples/ts/radar-aqi.ts,radar,series.data,,,7,7,,雷达多指标数组；字段数通常等于 indicator 数,medium（基于官方示例源码静态解析 + 分类规则）,radar,series,advanced,3,multi_metric_vectors,"[{""id"": ""dimension_values"", ""label"": ""多个指标值"", ""required"": true, ""types"": [""number[]""], ""description"": ""每个对象在多个指标上的数值""}]","[{""id"": ""name"", ""label"": ""对象名称"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""每条雷达线名称""}]",选择 3 个以上数值字段作为指标；分类字段作为对象名。,advanced_requires_validation
sankey-vertical,sankey,Sankey Orient Vertical,垂直方向的桑基图,sankey-vertical.png,public/examples/ts/sankey-vertical.ts,sankey,dataset.source+series.data+nodes+links,,,3,,3,"nodes + links: link 至少 source, target, value",medium（基于官方示例源码静态解析 + 分类规则）,sankey,series,core,2,flows,"[{""id"": ""source"", ""label"": ""来源"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""流向来源""}, {""id"": ""target"", ""label"": ""目标"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""流向目标""}]","[{""id"": ""value"", ""label"": ""流量/权重"", ""required"": false, ""types"": [""number""], ""description"": ""流量大小；没有则按 count 聚合""}]",source + target 必填；value 没有时按记录数计数。,auto_recommendable
scatter-anscombe-quartet,scatter,Anscomb's quartet,安斯库姆四重奏,scatter-anscombe-quartet.png,public/examples/ts/scatter-anscombe-quartet.ts,scatter,series.data,,,2,2,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-clustering,scatter,Clustering Process,数据聚合,scatter-clustering.png,public/examples/ts/scatter-clustering.ts,scatter,dataset+dataset.source,,,2,2,3,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-clustering-process,scatter,Clustering Process,聚合过程可视化,scatter-clustering-process.png,public/examples/ts/scatter-clustering-process.ts,,unknown/static option,,,2+（坐标/值，可附加维度）,,,"点坐标: x, y（可附加 value/size 等）",low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
scatter-exponential-regression,scatter,Exponential Regression,指数回归（使用统计插件）,scatter-exponential-regression.png,public/examples/ts/scatter-exponential-regression.ts,line;scatter,dataset+dataset.source,,18,2,2,,"点坐标: x, y（可附加 value/size 等）；类目/时间 + 数值，或多维 dataset",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
sunburst-simple,sunburst,Basic Sunburst,基础旭日图,sunburst-simple.png,public/examples/ts/sunburst-simple.ts,sunburst,series.data,,,2,,2,层级树: name/value/children,medium（基于官方示例源码静态解析 + 分类规则）,sunburst,series,advanced,2,hierarchy_value,"[{""id"": ""name"", ""label"": ""节点名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""节点名称""}, {""id"": ""value"", ""label"": ""节点数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""parent"", ""label"": ""父节点"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""层级关系""}]",分类层级 + 数值；需要构造成 children。,advanced_requires_validation
area-stack,line,Stacked Area Chart,堆叠面积图,area-stack.png,public/examples/ts/area-stack.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
area-stack-gradient,line,Gradient Stacked Area Chart,渐变堆叠面积图,area-stack-gradient.png,public/examples/ts/area-stack-gradient.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
bar-negative2,bar,Bar Chart with Negative Value,交错正负轴标签,bar-negative2.png,public/examples/ts/bar-negative2.ts,bar,series.data,,,2,,2,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-polar-label-radial,bar,Radial Polar Bar Label Position,极坐标柱状图标签,bar-polar-label-radial.png,public/examples/ts/bar-polar-label-radial.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-polar-label-tangential,bar,Tangential Polar Bar Label Position,极坐标柱状图标签,bar-polar-label-tangential.png,public/examples/ts/bar-polar-label-tangential.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bar-y-category,bar,World Population,世界人口总量 - 条形图,bar-y-category.png,public/examples/ts/bar-y-category.ts,bar,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,bar,series,core,2,table_rows,"[{""id"": ""category"", ""label"": ""分类/X轴"", ""required"": true, ""types"": [""text"", ""category"", ""date""], ""description"": ""每个柱子的类目、时间或分组""}, {""id"": ""value"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""柱子高度或长度""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多系列或堆叠柱状图""}, {""id"": ""stack"", ""label"": ""堆叠组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""把多个系列堆叠显示""}]",优先选择低基数文本/日期字段做 category，选择第一个数值字段做 value。,auto_recommendable
bump-chart,line,Bump Chart (Ranking),凹凸图,bump-chart.png,public/examples/ts/bump-chart.ts,line,series.data,,,2+（类目/时间 + value；多系列可更多）,,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
